id,user_query,lang,parsed_intent,entities,knowledge_ids,reasoning_chain,solution_response,citation
M002507,"Naweza kujiunga na chama? (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,union_query,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002508,"Naweza kujiunga na chama? (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,union_query,sector=education;sub_sector=secondary school;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002509,"Naweza kujiunga na chama? (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,union_query,sector=finance;sub_sector=microfinance;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002510,"Naweza kujiunga na chama? (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,union_query,sector=other;sub_sector=other sector;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002511,"Jinsi ya kuanzisha chama? (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Dar es Salaam.)",sw,union_query,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002512,"Jinsi ya kuanzisha chama? (Nafanya kazi ya zahanati afya, niko Dar es Salaam.)",sw,union_query,sector=health;sub_sector=dispensary;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002513,"Jinsi ya kuanzisha chama? (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,union_query,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002514,"Jinsi ya kuanzisha chama? (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Dar es Salaam.)",sw,union_query,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002515,"Jinsi ya kuanzisha chama? (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Dar es Salaam.)",sw,union_query,sector=security;sub_sector=domestic security;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002516,"Jinsi ya kuanzisha chama? (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,union_query,sector=transport;sub_sector=inland transport;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002517,"Jinsi ya kuanzisha chama? (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,union_query,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002518,"Jinsi ya kuanzisha chama? (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,union_query,sector=education;sub_sector=secondary school;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002519,"Jinsi ya kuanzisha chama? (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,union_query,sector=finance;sub_sector=microfinance;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002520,"Jinsi ya kuanzisha chama? (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,union_query,sector=other;sub_sector=other sector;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002521,"Haki za chama kazini? (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Dar es Salaam.)",sw,union_query,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002522,"Haki za chama kazini? (Nafanya kazi ya zahanati afya, niko Dar es Salaam.)",sw,union_query,sector=health;sub_sector=dispensary;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002523,"Haki za chama kazini? (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,union_query,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002524,"Haki za chama kazini? (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Dar es Salaam.)",sw,union_query,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002525,"Haki za chama kazini? (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Dar es Salaam.)",sw,union_query,sector=security;sub_sector=domestic security;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002526,"Haki za chama kazini? (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,union_query,sector=transport;sub_sector=inland transport;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002527,"Haki za chama kazini? (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,union_query,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002528,"Haki za chama kazini? (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,union_query,sector=education;sub_sector=secondary school;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002529,"Haki za chama kazini? (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,union_query,sector=finance;sub_sector=microfinance;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002530,"Haki za chama kazini? (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,union_query,sector=other;sub_sector=other sector;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002531,"Mkataba wa pamoja? (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Dar es Salaam.)",sw,union_query,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002532,"Mkataba wa pamoja? (Nafanya kazi ya zahanati afya, niko Dar es Salaam.)",sw,union_query,sector=health;sub_sector=dispensary;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002533,"Mkataba wa pamoja? (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,union_query,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002534,"Mkataba wa pamoja? (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Dar es Salaam.)",sw,union_query,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002535,"Mkataba wa pamoja? (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Dar es Salaam.)",sw,union_query,sector=security;sub_sector=domestic security;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002536,"Mkataba wa pamoja? (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,union_query,sector=transport;sub_sector=inland transport;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002537,"Mkataba wa pamoja? (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,union_query,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002538,"Mkataba wa pamoja? (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,union_query,sector=education;sub_sector=secondary school;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002539,"Mkataba wa pamoja? (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,union_query,sector=finance;sub_sector=microfinance;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002540,"Mkataba wa pamoja? (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,union_query,sector=other;sub_sector=other sector;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002541,"When is a strike lawful? (I work as crops and animal production in agriculture, based in Dar es Salaam.)",en,strike_query,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002542,"When is a strike lawful? (I work as dispensary in health, based in Dar es Salaam.)",en,strike_query,sector=health;sub_sector=dispensary;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002543,"When is a strike lawful? (I work as diplomat household in domestic, based in Dar es Salaam.)",en,strike_query,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002544,"When is a strike lawful? (I work as 3-star hotel in hospitality, based in Dar es Salaam.)",en,strike_query,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002545,"When is a strike lawful? (I work as domestic security in security, based in Dar es Salaam.)",en,strike_query,sector=security;sub_sector=domestic security;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002546,"When is a strike lawful? (I work as inland transport in transport, based in Dar es Salaam.)",en,strike_query,sector=transport;sub_sector=inland transport;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002547,"When is a strike lawful? (I work as mining/prospecting in mining, based in Dar es Salaam.)",en,strike_query,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002548,"When is a strike lawful? (I work as secondary school in education, based in Dar es Salaam.)",en,strike_query,sector=education;sub_sector=secondary school;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002549,"When is a strike lawful? (I work as microfinance in finance, based in Dar es Salaam.)",en,strike_query,sector=finance;sub_sector=microfinance;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002550,"When is a strike lawful? (I work as other sector in other, based in Dar es Salaam.)",en,strike_query,sector=other;sub_sector=other sector;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002551,"Can we strike? (I work as crops and animal production in agriculture, based in Dar es Salaam.)",en,strike_query,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002552,"Can we strike? (I work as dispensary in health, based in Dar es Salaam.)",en,strike_query,sector=health;sub_sector=dispensary;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002553,"Can we strike? (I work as diplomat household in domestic, based in Dar es Salaam.)",en,strike_query,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002554,"Can we strike? (I work as 3-star hotel in hospitality, based in Dar es Salaam.)",en,strike_query,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002555,"Can we strike? (I work as domestic security in security, based in Dar es Salaam.)",en,strike_query,sector=security;sub_sector=domestic security;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002556,"Can we strike? (I work as inland transport in transport, based in Dar es Salaam.)",en,strike_query,sector=transport;sub_sector=inland transport;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002557,"Can we strike? (I work as mining/prospecting in mining, based in Dar es Salaam.)",en,strike_query,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002558,"Can we strike? (I work as secondary school in education, based in Dar es Salaam.)",en,strike_query,sector=education;sub_sector=secondary school;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002559,"Can we strike? (I work as microfinance in finance, based in Dar es Salaam.)",en,strike_query,sector=finance;sub_sector=microfinance;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002560,"Can we strike? (I work as other sector in other, based in Dar es Salaam.)",en,strike_query,sector=other;sub_sector=other sector;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002561,"Strike procedure? (I work as crops and animal production in agriculture, based in Dar es Salaam.)",en,strike_query,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002562,"Strike procedure? (I work as dispensary in health, based in Dar es Salaam.)",en,strike_query,sector=health;sub_sector=dispensary;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002563,"Strike procedure? (I work as diplomat household in domestic, based in Dar es Salaam.)",en,strike_query,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002564,"Strike procedure? (I work as 3-star hotel in hospitality, based in Dar es Salaam.)",en,strike_query,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002565,"Strike procedure? (I work as domestic security in security, based in Dar es Salaam.)",en,strike_query,sector=security;sub_sector=domestic security;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002566,"Strike procedure? (I work as inland transport in transport, based in Dar es Salaam.)",en,strike_query,sector=transport;sub_sector=inland transport;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002567,"Strike procedure? (I work as mining/prospecting in mining, based in Dar es Salaam.)",en,strike_query,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002568,"Strike procedure? (I work as secondary school in education, based in Dar es Salaam.)",en,strike_query,sector=education;sub_sector=secondary school;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002569,"Strike procedure? (I work as microfinance in finance, based in Dar es Salaam.)",en,strike_query,sector=finance;sub_sector=microfinance;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002570,"Strike procedure? (I work as other sector in other, based in Dar es Salaam.)",en,strike_query,sector=other;sub_sector=other sector;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002571,"Notice for strike? (I work as crops and animal production in agriculture, based in Dar es Salaam.)",en,strike_query,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002572,"Notice for strike? (I work as dispensary in health, based in Dar es Salaam.)",en,strike_query,sector=health;sub_sector=dispensary;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002573,"Notice for strike? (I work as diplomat household in domestic, based in Dar es Salaam.)",en,strike_query,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002574,"Notice for strike? (I work as 3-star hotel in hospitality, based in Dar es Salaam.)",en,strike_query,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002575,"Notice for strike? (I work as domestic security in security, based in Dar es Salaam.)",en,strike_query,sector=security;sub_sector=domestic security;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002576,"Notice for strike? (I work as inland transport in transport, based in Dar es Salaam.)",en,strike_query,sector=transport;sub_sector=inland transport;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002577,"Notice for strike? (I work as mining/prospecting in mining, based in Dar es Salaam.)",en,strike_query,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002578,"Notice for strike? (I work as secondary school in education, based in Dar es Salaam.)",en,strike_query,sector=education;sub_sector=secondary school;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002579,"Notice for strike? (I work as microfinance in finance, based in Dar es Salaam.)",en,strike_query,sector=finance;sub_sector=microfinance;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002580,"Notice for strike? (I work as other sector in other, based in Dar es Salaam.)",en,strike_query,sector=other;sub_sector=other sector;region=Dar es Salaam,K014,Generic legal-help intent → CMA referral pointer.,"I can help with employment-law issues. Tell me a bit more about your situation — what happened, when, and what outcome you want.",ELRA + CMA Rules
M002581,"Mgomo ni halali lini? (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Dar es Salaam.)",sw,strike_query,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002582,"Mgomo ni halali lini? (Nafanya kazi ya zahanati afya, niko Dar es Salaam.)",sw,strike_query,sector=health;sub_sector=dispensary;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002583,"Mgomo ni halali lini? (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,strike_query,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002584,"Mgomo ni halali lini? (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Dar es Salaam.)",sw,strike_query,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002585,"Mgomo ni halali lini? (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Dar es Salaam.)",sw,strike_query,sector=security;sub_sector=domestic security;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002586,"Mgomo ni halali lini? (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,strike_query,sector=transport;sub_sector=inland transport;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002587,"Mgomo ni halali lini? (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,strike_query,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002588,"Mgomo ni halali lini? (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,strike_query,sector=education;sub_sector=secondary school;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002589,"Mgomo ni halali lini? (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,strike_query,sector=finance;sub_sector=microfinance;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
M002590,"Mgomo ni halali lini? (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,strike_query,sector=other;sub_sector=other sector;region=Dar es Salaam,K014,General → CMA pointer.,"Naweza kusaidia masuala ya sheria ya ajira. Niambie zaidi kuhusu hali yako — kilichotokea, lini, na unataka nini.",ELRA + Kanuni za CMA
