id,utterance,lang,intent_label,extracted_entities,confidence_hint
N007515,"Naweza kujiunga na chama? (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Mwanza.)",sw,union_query,sector=security;sub_sector=domestic security;region=Mwanza,high
N007516,"Naweza kujiunga na chama? (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,union_query,sector=transport;sub_sector=inland transport;region=Dar es Salaam,high
N007517,"Naweza kujiunga na chama? (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Arusha.)",sw,union_query,sector=transport;sub_sector=inland transport;region=Arusha,high
N007518,"Naweza kujiunga na chama? (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Mwanza.)",sw,union_query,sector=transport;sub_sector=inland transport;region=Mwanza,high
N007519,"Naweza kujiunga na chama? (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,union_query,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,high
N007520,"Naweza kujiunga na chama? (Nafanya kazi ya uchimbaji uchimbaji, niko Arusha.)",sw,union_query,sector=mining;sub_sector=mining/prospecting;region=Arusha,high
N007521,"Naweza kujiunga na chama? (Nafanya kazi ya uchimbaji uchimbaji, niko Mwanza.)",sw,union_query,sector=mining;sub_sector=mining/prospecting;region=Mwanza,high
N007522,"Naweza kujiunga na chama? (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,union_query,sector=education;sub_sector=secondary school;region=Dar es Salaam,high
N007523,"Naweza kujiunga na chama? (Nafanya kazi ya sekondari elimu, niko Arusha.)",sw,union_query,sector=education;sub_sector=secondary school;region=Arusha,high
N007524,"Naweza kujiunga na chama? (Nafanya kazi ya sekondari elimu, niko Mwanza.)",sw,union_query,sector=education;sub_sector=secondary school;region=Mwanza,high
N007525,"Naweza kujiunga na chama? (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,union_query,sector=finance;sub_sector=microfinance;region=Dar es Salaam,high
N007526,"Naweza kujiunga na chama? (Nafanya kazi ya microfinance fedha, niko Arusha.)",sw,union_query,sector=finance;sub_sector=microfinance;region=Arusha,high
N007527,"Naweza kujiunga na chama? (Nafanya kazi ya microfinance fedha, niko Mwanza.)",sw,union_query,sector=finance;sub_sector=microfinance;region=Mwanza,high
N007528,"Naweza kujiunga na chama? (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,union_query,sector=other;sub_sector=other sector;region=Dar es Salaam,high
N007529,"Naweza kujiunga na chama? (Nafanya kazi ya nyingine nyingine, niko Arusha.)",sw,union_query,sector=other;sub_sector=other sector;region=Arusha,high
N007530,"Naweza kujiunga na chama? (Nafanya kazi ya nyingine nyingine, niko Mwanza.)",sw,union_query,sector=other;sub_sector=other sector;region=Mwanza,high
N007531,"Jinsi ya kuanzisha chama? (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Dar es Salaam.)",sw,union_query,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,high
N007532,"Jinsi ya kuanzisha chama? (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Arusha.)",sw,union_query,sector=agriculture;sub_sector=crops and animal production;region=Arusha,high
N007533,"Jinsi ya kuanzisha chama? (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Mwanza.)",sw,union_query,sector=agriculture;sub_sector=crops and animal production;region=Mwanza,high
N007534,"Jinsi ya kuanzisha chama? (Nafanya kazi ya zahanati afya, niko Dar es Salaam.)",sw,union_query,sector=health;sub_sector=dispensary;region=Dar es Salaam,high
N007535,"Jinsi ya kuanzisha chama? (Nafanya kazi ya zahanati afya, niko Arusha.)",sw,union_query,sector=health;sub_sector=dispensary;region=Arusha,high
N007536,"Jinsi ya kuanzisha chama? (Nafanya kazi ya zahanati afya, niko Mwanza.)",sw,union_query,sector=health;sub_sector=dispensary;region=Mwanza,high
N007537,"Jinsi ya kuanzisha chama? (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,union_query,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,high
N007538,"Jinsi ya kuanzisha chama? (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Arusha.)",sw,union_query,sector=domestic;sub_sector=diplomat household;region=Arusha,high
N007539,"Jinsi ya kuanzisha chama? (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Mwanza.)",sw,union_query,sector=domestic;sub_sector=diplomat household;region=Mwanza,high
N007540,"Jinsi ya kuanzisha chama? (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Dar es Salaam.)",sw,union_query,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,high
N007541,"Jinsi ya kuanzisha chama? (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Arusha.)",sw,union_query,sector=hospitality;sub_sector=3-star hotel;region=Arusha,high
N007542,"Jinsi ya kuanzisha chama? (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Mwanza.)",sw,union_query,sector=hospitality;sub_sector=3-star hotel;region=Mwanza,high
N007543,"Jinsi ya kuanzisha chama? (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Dar es Salaam.)",sw,union_query,sector=security;sub_sector=domestic security;region=Dar es Salaam,high
N007544,"Jinsi ya kuanzisha chama? (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Arusha.)",sw,union_query,sector=security;sub_sector=domestic security;region=Arusha,high
N007545,"Jinsi ya kuanzisha chama? (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Mwanza.)",sw,union_query,sector=security;sub_sector=domestic security;region=Mwanza,high
N007546,"Jinsi ya kuanzisha chama? (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,union_query,sector=transport;sub_sector=inland transport;region=Dar es Salaam,high
N007547,"Jinsi ya kuanzisha chama? (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Arusha.)",sw,union_query,sector=transport;sub_sector=inland transport;region=Arusha,high
N007548,"Jinsi ya kuanzisha chama? (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Mwanza.)",sw,union_query,sector=transport;sub_sector=inland transport;region=Mwanza,high
N007549,"Jinsi ya kuanzisha chama? (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,union_query,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,high
N007550,"Jinsi ya kuanzisha chama? (Nafanya kazi ya uchimbaji uchimbaji, niko Arusha.)",sw,union_query,sector=mining;sub_sector=mining/prospecting;region=Arusha,high
N007551,"Jinsi ya kuanzisha chama? (Nafanya kazi ya uchimbaji uchimbaji, niko Mwanza.)",sw,union_query,sector=mining;sub_sector=mining/prospecting;region=Mwanza,high
N007552,"Jinsi ya kuanzisha chama? (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,union_query,sector=education;sub_sector=secondary school;region=Dar es Salaam,high
N007553,"Jinsi ya kuanzisha chama? (Nafanya kazi ya sekondari elimu, niko Arusha.)",sw,union_query,sector=education;sub_sector=secondary school;region=Arusha,high
N007554,"Jinsi ya kuanzisha chama? (Nafanya kazi ya sekondari elimu, niko Mwanza.)",sw,union_query,sector=education;sub_sector=secondary school;region=Mwanza,high
N007555,"Jinsi ya kuanzisha chama? (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,union_query,sector=finance;sub_sector=microfinance;region=Dar es Salaam,high
N007556,"Jinsi ya kuanzisha chama? (Nafanya kazi ya microfinance fedha, niko Arusha.)",sw,union_query,sector=finance;sub_sector=microfinance;region=Arusha,high
N007557,"Jinsi ya kuanzisha chama? (Nafanya kazi ya microfinance fedha, niko Mwanza.)",sw,union_query,sector=finance;sub_sector=microfinance;region=Mwanza,high
N007558,"Jinsi ya kuanzisha chama? (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,union_query,sector=other;sub_sector=other sector;region=Dar es Salaam,high
N007559,"Jinsi ya kuanzisha chama? (Nafanya kazi ya nyingine nyingine, niko Arusha.)",sw,union_query,sector=other;sub_sector=other sector;region=Arusha,high
N007560,"Jinsi ya kuanzisha chama? (Nafanya kazi ya nyingine nyingine, niko Mwanza.)",sw,union_query,sector=other;sub_sector=other sector;region=Mwanza,high
N007561,"Haki za chama kazini? (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Dar es Salaam.)",sw,union_query,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,high
N007562,"Haki za chama kazini? (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Arusha.)",sw,union_query,sector=agriculture;sub_sector=crops and animal production;region=Arusha,high
N007563,"Haki za chama kazini? (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Mwanza.)",sw,union_query,sector=agriculture;sub_sector=crops and animal production;region=Mwanza,high
N007564,"Haki za chama kazini? (Nafanya kazi ya zahanati afya, niko Dar es Salaam.)",sw,union_query,sector=health;sub_sector=dispensary;region=Dar es Salaam,high
N007565,"Haki za chama kazini? (Nafanya kazi ya zahanati afya, niko Arusha.)",sw,union_query,sector=health;sub_sector=dispensary;region=Arusha,high
N007566,"Haki za chama kazini? (Nafanya kazi ya zahanati afya, niko Mwanza.)",sw,union_query,sector=health;sub_sector=dispensary;region=Mwanza,high
N007567,"Haki za chama kazini? (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,union_query,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,high
N007568,"Haki za chama kazini? (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Arusha.)",sw,union_query,sector=domestic;sub_sector=diplomat household;region=Arusha,high
N007569,"Haki za chama kazini? (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Mwanza.)",sw,union_query,sector=domestic;sub_sector=diplomat household;region=Mwanza,high
N007570,"Haki za chama kazini? (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Dar es Salaam.)",sw,union_query,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,high
N007571,"Haki za chama kazini? (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Arusha.)",sw,union_query,sector=hospitality;sub_sector=3-star hotel;region=Arusha,high
N007572,"Haki za chama kazini? (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Mwanza.)",sw,union_query,sector=hospitality;sub_sector=3-star hotel;region=Mwanza,high
N007573,"Haki za chama kazini? (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Dar es Salaam.)",sw,union_query,sector=security;sub_sector=domestic security;region=Dar es Salaam,high
N007574,"Haki za chama kazini? (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Arusha.)",sw,union_query,sector=security;sub_sector=domestic security;region=Arusha,high
N007575,"Haki za chama kazini? (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Mwanza.)",sw,union_query,sector=security;sub_sector=domestic security;region=Mwanza,high
N007576,"Haki za chama kazini? (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,union_query,sector=transport;sub_sector=inland transport;region=Dar es Salaam,high
N007577,"Haki za chama kazini? (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Arusha.)",sw,union_query,sector=transport;sub_sector=inland transport;region=Arusha,high
N007578,"Haki za chama kazini? (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Mwanza.)",sw,union_query,sector=transport;sub_sector=inland transport;region=Mwanza,high
N007579,"Haki za chama kazini? (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,union_query,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,high
N007580,"Haki za chama kazini? (Nafanya kazi ya uchimbaji uchimbaji, niko Arusha.)",sw,union_query,sector=mining;sub_sector=mining/prospecting;region=Arusha,high
N007581,"Haki za chama kazini? (Nafanya kazi ya uchimbaji uchimbaji, niko Mwanza.)",sw,union_query,sector=mining;sub_sector=mining/prospecting;region=Mwanza,high
N007582,"Haki za chama kazini? (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,union_query,sector=education;sub_sector=secondary school;region=Dar es Salaam,high
N007583,"Haki za chama kazini? (Nafanya kazi ya sekondari elimu, niko Arusha.)",sw,union_query,sector=education;sub_sector=secondary school;region=Arusha,high
N007584,"Haki za chama kazini? (Nafanya kazi ya sekondari elimu, niko Mwanza.)",sw,union_query,sector=education;sub_sector=secondary school;region=Mwanza,high
N007585,"Haki za chama kazini? (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,union_query,sector=finance;sub_sector=microfinance;region=Dar es Salaam,high
N007586,"Haki za chama kazini? (Nafanya kazi ya microfinance fedha, niko Arusha.)",sw,union_query,sector=finance;sub_sector=microfinance;region=Arusha,high
N007587,"Haki za chama kazini? (Nafanya kazi ya microfinance fedha, niko Mwanza.)",sw,union_query,sector=finance;sub_sector=microfinance;region=Mwanza,high
N007588,"Haki za chama kazini? (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,union_query,sector=other;sub_sector=other sector;region=Dar es Salaam,high
N007589,"Haki za chama kazini? (Nafanya kazi ya nyingine nyingine, niko Arusha.)",sw,union_query,sector=other;sub_sector=other sector;region=Arusha,high
N007590,"Haki za chama kazini? (Nafanya kazi ya nyingine nyingine, niko Mwanza.)",sw,union_query,sector=other;sub_sector=other sector;region=Mwanza,high
N007591,"Mkataba wa pamoja? (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Dar es Salaam.)",sw,union_query,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,high
N007592,"Mkataba wa pamoja? (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Arusha.)",sw,union_query,sector=agriculture;sub_sector=crops and animal production;region=Arusha,high
N007593,"Mkataba wa pamoja? (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Mwanza.)",sw,union_query,sector=agriculture;sub_sector=crops and animal production;region=Mwanza,high
N007594,"Mkataba wa pamoja? (Nafanya kazi ya zahanati afya, niko Dar es Salaam.)",sw,union_query,sector=health;sub_sector=dispensary;region=Dar es Salaam,high
N007595,"Mkataba wa pamoja? (Nafanya kazi ya zahanati afya, niko Arusha.)",sw,union_query,sector=health;sub_sector=dispensary;region=Arusha,high
N007596,"Mkataba wa pamoja? (Nafanya kazi ya zahanati afya, niko Mwanza.)",sw,union_query,sector=health;sub_sector=dispensary;region=Mwanza,high
N007597,"Mkataba wa pamoja? (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,union_query,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,high
N007598,"Mkataba wa pamoja? (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Arusha.)",sw,union_query,sector=domestic;sub_sector=diplomat household;region=Arusha,high
N007599,"Mkataba wa pamoja? (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Mwanza.)",sw,union_query,sector=domestic;sub_sector=diplomat household;region=Mwanza,high
N007600,"Mkataba wa pamoja? (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Dar es Salaam.)",sw,union_query,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,high
N007601,"Mkataba wa pamoja? (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Arusha.)",sw,union_query,sector=hospitality;sub_sector=3-star hotel;region=Arusha,high
N007602,"Mkataba wa pamoja? (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Mwanza.)",sw,union_query,sector=hospitality;sub_sector=3-star hotel;region=Mwanza,high
N007603,"Mkataba wa pamoja? (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Dar es Salaam.)",sw,union_query,sector=security;sub_sector=domestic security;region=Dar es Salaam,high
N007604,"Mkataba wa pamoja? (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Arusha.)",sw,union_query,sector=security;sub_sector=domestic security;region=Arusha,high
N007605,"Mkataba wa pamoja? (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Mwanza.)",sw,union_query,sector=security;sub_sector=domestic security;region=Mwanza,high
N007606,"Mkataba wa pamoja? (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,union_query,sector=transport;sub_sector=inland transport;region=Dar es Salaam,high
N007607,"Mkataba wa pamoja? (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Arusha.)",sw,union_query,sector=transport;sub_sector=inland transport;region=Arusha,high
N007608,"Mkataba wa pamoja? (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Mwanza.)",sw,union_query,sector=transport;sub_sector=inland transport;region=Mwanza,high
N007609,"Mkataba wa pamoja? (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,union_query,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,high
N007610,"Mkataba wa pamoja? (Nafanya kazi ya uchimbaji uchimbaji, niko Arusha.)",sw,union_query,sector=mining;sub_sector=mining/prospecting;region=Arusha,high
N007611,"Mkataba wa pamoja? (Nafanya kazi ya uchimbaji uchimbaji, niko Mwanza.)",sw,union_query,sector=mining;sub_sector=mining/prospecting;region=Mwanza,high
N007612,"Mkataba wa pamoja? (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,union_query,sector=education;sub_sector=secondary school;region=Dar es Salaam,high
N007613,"Mkataba wa pamoja? (Nafanya kazi ya sekondari elimu, niko Arusha.)",sw,union_query,sector=education;sub_sector=secondary school;region=Arusha,high
N007614,"Mkataba wa pamoja? (Nafanya kazi ya sekondari elimu, niko Mwanza.)",sw,union_query,sector=education;sub_sector=secondary school;region=Mwanza,high
N007615,"Mkataba wa pamoja? (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,union_query,sector=finance;sub_sector=microfinance;region=Dar es Salaam,high
N007616,"Mkataba wa pamoja? (Nafanya kazi ya microfinance fedha, niko Arusha.)",sw,union_query,sector=finance;sub_sector=microfinance;region=Arusha,high
N007617,"Mkataba wa pamoja? (Nafanya kazi ya microfinance fedha, niko Mwanza.)",sw,union_query,sector=finance;sub_sector=microfinance;region=Mwanza,high
N007618,"Mkataba wa pamoja? (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,union_query,sector=other;sub_sector=other sector;region=Dar es Salaam,high
N007619,"Mkataba wa pamoja? (Nafanya kazi ya nyingine nyingine, niko Arusha.)",sw,union_query,sector=other;sub_sector=other sector;region=Arusha,high
N007620,"Mkataba wa pamoja? (Nafanya kazi ya nyingine nyingine, niko Mwanza.)",sw,union_query,sector=other;sub_sector=other sector;region=Mwanza,high
N007621,"When is a strike lawful? (I work as crops and animal production in agriculture, based in Dar es Salaam.)",en,strike_query,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,high
N007622,"When is a strike lawful? (I work as crops and animal production in agriculture, based in Arusha.)",en,strike_query,sector=agriculture;sub_sector=crops and animal production;region=Arusha,high
N007623,"When is a strike lawful? (I work as crops and animal production in agriculture, based in Mwanza.)",en,strike_query,sector=agriculture;sub_sector=crops and animal production;region=Mwanza,high
N007624,"When is a strike lawful? (I work as dispensary in health, based in Dar es Salaam.)",en,strike_query,sector=health;sub_sector=dispensary;region=Dar es Salaam,high
N007625,"When is a strike lawful? (I work as dispensary in health, based in Arusha.)",en,strike_query,sector=health;sub_sector=dispensary;region=Arusha,high
N007626,"When is a strike lawful? (I work as dispensary in health, based in Mwanza.)",en,strike_query,sector=health;sub_sector=dispensary;region=Mwanza,high
N007627,"When is a strike lawful? (I work as diplomat household in domestic, based in Dar es Salaam.)",en,strike_query,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,high
N007628,"When is a strike lawful? (I work as diplomat household in domestic, based in Arusha.)",en,strike_query,sector=domestic;sub_sector=diplomat household;region=Arusha,high
N007629,"When is a strike lawful? (I work as diplomat household in domestic, based in Mwanza.)",en,strike_query,sector=domestic;sub_sector=diplomat household;region=Mwanza,high
N007630,"When is a strike lawful? (I work as 3-star hotel in hospitality, based in Dar es Salaam.)",en,strike_query,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,high
N007631,"When is a strike lawful? (I work as 3-star hotel in hospitality, based in Arusha.)",en,strike_query,sector=hospitality;sub_sector=3-star hotel;region=Arusha,high
N007632,"When is a strike lawful? (I work as 3-star hotel in hospitality, based in Mwanza.)",en,strike_query,sector=hospitality;sub_sector=3-star hotel;region=Mwanza,high
N007633,"When is a strike lawful? (I work as domestic security in security, based in Dar es Salaam.)",en,strike_query,sector=security;sub_sector=domestic security;region=Dar es Salaam,high
N007634,"When is a strike lawful? (I work as domestic security in security, based in Arusha.)",en,strike_query,sector=security;sub_sector=domestic security;region=Arusha,high
N007635,"When is a strike lawful? (I work as domestic security in security, based in Mwanza.)",en,strike_query,sector=security;sub_sector=domestic security;region=Mwanza,high
N007636,"When is a strike lawful? (I work as inland transport in transport, based in Dar es Salaam.)",en,strike_query,sector=transport;sub_sector=inland transport;region=Dar es Salaam,high
N007637,"When is a strike lawful? (I work as inland transport in transport, based in Arusha.)",en,strike_query,sector=transport;sub_sector=inland transport;region=Arusha,high
N007638,"When is a strike lawful? (I work as inland transport in transport, based in Mwanza.)",en,strike_query,sector=transport;sub_sector=inland transport;region=Mwanza,high
N007639,"When is a strike lawful? (I work as mining/prospecting in mining, based in Dar es Salaam.)",en,strike_query,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,high
N007640,"When is a strike lawful? (I work as mining/prospecting in mining, based in Arusha.)",en,strike_query,sector=mining;sub_sector=mining/prospecting;region=Arusha,high
N007641,"When is a strike lawful? (I work as mining/prospecting in mining, based in Mwanza.)",en,strike_query,sector=mining;sub_sector=mining/prospecting;region=Mwanza,high
N007642,"When is a strike lawful? (I work as secondary school in education, based in Dar es Salaam.)",en,strike_query,sector=education;sub_sector=secondary school;region=Dar es Salaam,high
N007643,"When is a strike lawful? (I work as secondary school in education, based in Arusha.)",en,strike_query,sector=education;sub_sector=secondary school;region=Arusha,high
N007644,"When is a strike lawful? (I work as secondary school in education, based in Mwanza.)",en,strike_query,sector=education;sub_sector=secondary school;region=Mwanza,high
N007645,"When is a strike lawful? (I work as microfinance in finance, based in Dar es Salaam.)",en,strike_query,sector=finance;sub_sector=microfinance;region=Dar es Salaam,high
N007646,"When is a strike lawful? (I work as microfinance in finance, based in Arusha.)",en,strike_query,sector=finance;sub_sector=microfinance;region=Arusha,high
N007647,"When is a strike lawful? (I work as microfinance in finance, based in Mwanza.)",en,strike_query,sector=finance;sub_sector=microfinance;region=Mwanza,high
N007648,"When is a strike lawful? (I work as other sector in other, based in Dar es Salaam.)",en,strike_query,sector=other;sub_sector=other sector;region=Dar es Salaam,high
N007649,"When is a strike lawful? (I work as other sector in other, based in Arusha.)",en,strike_query,sector=other;sub_sector=other sector;region=Arusha,high
N007650,"When is a strike lawful? (I work as other sector in other, based in Mwanza.)",en,strike_query,sector=other;sub_sector=other sector;region=Mwanza,high
N007651,"Can we strike? (I work as crops and animal production in agriculture, based in Dar es Salaam.)",en,strike_query,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,high
N007652,"Can we strike? (I work as crops and animal production in agriculture, based in Arusha.)",en,strike_query,sector=agriculture;sub_sector=crops and animal production;region=Arusha,high
N007653,"Can we strike? (I work as crops and animal production in agriculture, based in Mwanza.)",en,strike_query,sector=agriculture;sub_sector=crops and animal production;region=Mwanza,high
N007654,"Can we strike? (I work as dispensary in health, based in Dar es Salaam.)",en,strike_query,sector=health;sub_sector=dispensary;region=Dar es Salaam,high
N007655,"Can we strike? (I work as dispensary in health, based in Arusha.)",en,strike_query,sector=health;sub_sector=dispensary;region=Arusha,high
N007656,"Can we strike? (I work as dispensary in health, based in Mwanza.)",en,strike_query,sector=health;sub_sector=dispensary;region=Mwanza,high
N007657,"Can we strike? (I work as diplomat household in domestic, based in Dar es Salaam.)",en,strike_query,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,high
N007658,"Can we strike? (I work as diplomat household in domestic, based in Arusha.)",en,strike_query,sector=domestic;sub_sector=diplomat household;region=Arusha,high
N007659,"Can we strike? (I work as diplomat household in domestic, based in Mwanza.)",en,strike_query,sector=domestic;sub_sector=diplomat household;region=Mwanza,high
N007660,"Can we strike? (I work as 3-star hotel in hospitality, based in Dar es Salaam.)",en,strike_query,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,high
N007661,"Can we strike? (I work as 3-star hotel in hospitality, based in Arusha.)",en,strike_query,sector=hospitality;sub_sector=3-star hotel;region=Arusha,high
N007662,"Can we strike? (I work as 3-star hotel in hospitality, based in Mwanza.)",en,strike_query,sector=hospitality;sub_sector=3-star hotel;region=Mwanza,high
N007663,"Can we strike? (I work as domestic security in security, based in Dar es Salaam.)",en,strike_query,sector=security;sub_sector=domestic security;region=Dar es Salaam,high
N007664,"Can we strike? (I work as domestic security in security, based in Arusha.)",en,strike_query,sector=security;sub_sector=domestic security;region=Arusha,high
N007665,"Can we strike? (I work as domestic security in security, based in Mwanza.)",en,strike_query,sector=security;sub_sector=domestic security;region=Mwanza,high
N007666,"Can we strike? (I work as inland transport in transport, based in Dar es Salaam.)",en,strike_query,sector=transport;sub_sector=inland transport;region=Dar es Salaam,high
N007667,"Can we strike? (I work as inland transport in transport, based in Arusha.)",en,strike_query,sector=transport;sub_sector=inland transport;region=Arusha,high
N007668,"Can we strike? (I work as inland transport in transport, based in Mwanza.)",en,strike_query,sector=transport;sub_sector=inland transport;region=Mwanza,high
N007669,"Can we strike? (I work as mining/prospecting in mining, based in Dar es Salaam.)",en,strike_query,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,high
N007670,"Can we strike? (I work as mining/prospecting in mining, based in Arusha.)",en,strike_query,sector=mining;sub_sector=mining/prospecting;region=Arusha,high
N007671,"Can we strike? (I work as mining/prospecting in mining, based in Mwanza.)",en,strike_query,sector=mining;sub_sector=mining/prospecting;region=Mwanza,high
N007672,"Can we strike? (I work as secondary school in education, based in Dar es Salaam.)",en,strike_query,sector=education;sub_sector=secondary school;region=Dar es Salaam,high
N007673,"Can we strike? (I work as secondary school in education, based in Arusha.)",en,strike_query,sector=education;sub_sector=secondary school;region=Arusha,high
N007674,"Can we strike? (I work as secondary school in education, based in Mwanza.)",en,strike_query,sector=education;sub_sector=secondary school;region=Mwanza,high
N007675,"Can we strike? (I work as microfinance in finance, based in Dar es Salaam.)",en,strike_query,sector=finance;sub_sector=microfinance;region=Dar es Salaam,high
N007676,"Can we strike? (I work as microfinance in finance, based in Arusha.)",en,strike_query,sector=finance;sub_sector=microfinance;region=Arusha,high
N007677,"Can we strike? (I work as microfinance in finance, based in Mwanza.)",en,strike_query,sector=finance;sub_sector=microfinance;region=Mwanza,high
N007678,"Can we strike? (I work as other sector in other, based in Dar es Salaam.)",en,strike_query,sector=other;sub_sector=other sector;region=Dar es Salaam,high
N007679,"Can we strike? (I work as other sector in other, based in Arusha.)",en,strike_query,sector=other;sub_sector=other sector;region=Arusha,high
N007680,"Can we strike? (I work as other sector in other, based in Mwanza.)",en,strike_query,sector=other;sub_sector=other sector;region=Mwanza,high
N007681,"Strike procedure? (I work as crops and animal production in agriculture, based in Dar es Salaam.)",en,strike_query,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,high
N007682,"Strike procedure? (I work as crops and animal production in agriculture, based in Arusha.)",en,strike_query,sector=agriculture;sub_sector=crops and animal production;region=Arusha,high
N007683,"Strike procedure? (I work as crops and animal production in agriculture, based in Mwanza.)",en,strike_query,sector=agriculture;sub_sector=crops and animal production;region=Mwanza,high
N007684,"Strike procedure? (I work as dispensary in health, based in Dar es Salaam.)",en,strike_query,sector=health;sub_sector=dispensary;region=Dar es Salaam,high
