id,sentence,lang,extracted_name,extracted_occupation,extracted_sector,extracted_sub_sector,extracted_region,extracted_years,extracted_role,bot_response
I07601,"My name is James, I'm a librarian in education.",en,James,librarian,education,pre/primary school,Mwanza,1,employee,Hello James. I see you're a librarian in the education sector based in Mwanza. What employment question can I help with?
I07602,"My name is James, I'm a librarian in education.",en,James,librarian,education,pre/primary school,Mwanza,5,employee,Hello James. I see you're a librarian in the education sector based in Mwanza. What employment question can I help with?
I07603,"Hi, I'm James. I work as a librarian.",en,James,librarian,education,pre/primary school,Dar es Salaam,1,employee,Hello James. I see you're a librarian in the education sector based in Dar es Salaam. What employment question can I help with?
I07604,"Hi, I'm James. I work as a librarian.",en,James,librarian,education,pre/primary school,Dar es Salaam,5,employee,Hello James. I see you're a librarian in the education sector based in Dar es Salaam. What employment question can I help with?
I07605,"Hi, I'm James. I work as a librarian.",en,James,librarian,education,pre/primary school,Arusha,1,employee,Hello James. I see you're a librarian in the education sector based in Arusha. What employment question can I help with?
I07606,"Hi, I'm James. I work as a librarian.",en,James,librarian,education,pre/primary school,Arusha,5,employee,Hello James. I see you're a librarian in the education sector based in Arusha. What employment question can I help with?
I07607,"Hi, I'm James. I work as a librarian.",en,James,librarian,education,pre/primary school,Mwanza,1,employee,Hello James. I see you're a librarian in the education sector based in Mwanza. What employment question can I help with?
I07608,"Hi, I'm James. I work as a librarian.",en,James,librarian,education,pre/primary school,Mwanza,5,employee,Hello James. I see you're a librarian in the education sector based in Mwanza. What employment question can I help with?
I07609,"I am James, occupation librarian, sector education.",en,James,librarian,education,pre/primary school,Dar es Salaam,1,employee,Hello James. I see you're a librarian in the education sector based in Dar es Salaam. What employment question can I help with?
I07610,"I am James, occupation librarian, sector education.",en,James,librarian,education,pre/primary school,Dar es Salaam,5,employee,Hello James. I see you're a librarian in the education sector based in Dar es Salaam. What employment question can I help with?
I07611,"I am James, occupation librarian, sector education.",en,James,librarian,education,pre/primary school,Arusha,1,employee,Hello James. I see you're a librarian in the education sector based in Arusha. What employment question can I help with?
I07612,"I am James, occupation librarian, sector education.",en,James,librarian,education,pre/primary school,Arusha,5,employee,Hello James. I see you're a librarian in the education sector based in Arusha. What employment question can I help with?
I07613,"I am James, occupation librarian, sector education.",en,James,librarian,education,pre/primary school,Mwanza,1,employee,Hello James. I see you're a librarian in the education sector based in Mwanza. What employment question can I help with?
I07614,"I am James, occupation librarian, sector education.",en,James,librarian,education,pre/primary school,Mwanza,5,employee,Hello James. I see you're a librarian in the education sector based in Mwanza. What employment question can I help with?
I07615,"My name is Grace, I'm a librarian in education.",en,Grace,librarian,education,pre/primary school,Dar es Salaam,1,employee,Hello Grace. I see you're a librarian in the education sector based in Dar es Salaam. What employment question can I help with?
I07616,"My name is Grace, I'm a librarian in education.",en,Grace,librarian,education,pre/primary school,Dar es Salaam,5,employee,Hello Grace. I see you're a librarian in the education sector based in Dar es Salaam. What employment question can I help with?
I07617,"My name is Grace, I'm a librarian in education.",en,Grace,librarian,education,pre/primary school,Arusha,1,employee,Hello Grace. I see you're a librarian in the education sector based in Arusha. What employment question can I help with?
I07618,"My name is Grace, I'm a librarian in education.",en,Grace,librarian,education,pre/primary school,Arusha,5,employee,Hello Grace. I see you're a librarian in the education sector based in Arusha. What employment question can I help with?
I07619,"My name is Grace, I'm a librarian in education.",en,Grace,librarian,education,pre/primary school,Mwanza,1,employee,Hello Grace. I see you're a librarian in the education sector based in Mwanza. What employment question can I help with?
I07620,"My name is Grace, I'm a librarian in education.",en,Grace,librarian,education,pre/primary school,Mwanza,5,employee,Hello Grace. I see you're a librarian in the education sector based in Mwanza. What employment question can I help with?
I07621,"Hi, I'm Grace. I work as a librarian.",en,Grace,librarian,education,pre/primary school,Dar es Salaam,1,employee,Hello Grace. I see you're a librarian in the education sector based in Dar es Salaam. What employment question can I help with?
I07622,"Hi, I'm Grace. I work as a librarian.",en,Grace,librarian,education,pre/primary school,Dar es Salaam,5,employee,Hello Grace. I see you're a librarian in the education sector based in Dar es Salaam. What employment question can I help with?
I07623,"Hi, I'm Grace. I work as a librarian.",en,Grace,librarian,education,pre/primary school,Arusha,1,employee,Hello Grace. I see you're a librarian in the education sector based in Arusha. What employment question can I help with?
I07624,"Hi, I'm Grace. I work as a librarian.",en,Grace,librarian,education,pre/primary school,Arusha,5,employee,Hello Grace. I see you're a librarian in the education sector based in Arusha. What employment question can I help with?
I07625,"Hi, I'm Grace. I work as a librarian.",en,Grace,librarian,education,pre/primary school,Mwanza,1,employee,Hello Grace. I see you're a librarian in the education sector based in Mwanza. What employment question can I help with?
I07626,"Hi, I'm Grace. I work as a librarian.",en,Grace,librarian,education,pre/primary school,Mwanza,5,employee,Hello Grace. I see you're a librarian in the education sector based in Mwanza. What employment question can I help with?
I07627,"I am Grace, occupation librarian, sector education.",en,Grace,librarian,education,pre/primary school,Dar es Salaam,1,employee,Hello Grace. I see you're a librarian in the education sector based in Dar es Salaam. What employment question can I help with?
I07628,"I am Grace, occupation librarian, sector education.",en,Grace,librarian,education,pre/primary school,Dar es Salaam,5,employee,Hello Grace. I see you're a librarian in the education sector based in Dar es Salaam. What employment question can I help with?
I07629,"I am Grace, occupation librarian, sector education.",en,Grace,librarian,education,pre/primary school,Arusha,1,employee,Hello Grace. I see you're a librarian in the education sector based in Arusha. What employment question can I help with?
I07630,"I am Grace, occupation librarian, sector education.",en,Grace,librarian,education,pre/primary school,Arusha,5,employee,Hello Grace. I see you're a librarian in the education sector based in Arusha. What employment question can I help with?
I07631,"I am Grace, occupation librarian, sector education.",en,Grace,librarian,education,pre/primary school,Mwanza,1,employee,Hello Grace. I see you're a librarian in the education sector based in Mwanza. What employment question can I help with?
I07632,"I am Grace, occupation librarian, sector education.",en,Grace,librarian,education,pre/primary school,Mwanza,5,employee,Hello Grace. I see you're a librarian in the education sector based in Mwanza. What employment question can I help with?
I07633,"My name is Joseph, I'm a librarian in education.",en,Joseph,librarian,education,pre/primary school,Dar es Salaam,1,employee,Hello Joseph. I see you're a librarian in the education sector based in Dar es Salaam. What employment question can I help with?
I07634,"My name is Joseph, I'm a librarian in education.",en,Joseph,librarian,education,pre/primary school,Dar es Salaam,5,employee,Hello Joseph. I see you're a librarian in the education sector based in Dar es Salaam. What employment question can I help with?
I07635,"My name is Joseph, I'm a librarian in education.",en,Joseph,librarian,education,pre/primary school,Arusha,1,employee,Hello Joseph. I see you're a librarian in the education sector based in Arusha. What employment question can I help with?
I07636,"My name is Joseph, I'm a librarian in education.",en,Joseph,librarian,education,pre/primary school,Arusha,5,employee,Hello Joseph. I see you're a librarian in the education sector based in Arusha. What employment question can I help with?
I07637,"My name is Joseph, I'm a librarian in education.",en,Joseph,librarian,education,pre/primary school,Mwanza,1,employee,Hello Joseph. I see you're a librarian in the education sector based in Mwanza. What employment question can I help with?
I07638,"My name is Joseph, I'm a librarian in education.",en,Joseph,librarian,education,pre/primary school,Mwanza,5,employee,Hello Joseph. I see you're a librarian in the education sector based in Mwanza. What employment question can I help with?
I07639,"Hi, I'm Joseph. I work as a librarian.",en,Joseph,librarian,education,pre/primary school,Dar es Salaam,1,employee,Hello Joseph. I see you're a librarian in the education sector based in Dar es Salaam. What employment question can I help with?
I07640,"Hi, I'm Joseph. I work as a librarian.",en,Joseph,librarian,education,pre/primary school,Dar es Salaam,5,employee,Hello Joseph. I see you're a librarian in the education sector based in Dar es Salaam. What employment question can I help with?
I07641,"Hi, I'm Joseph. I work as a librarian.",en,Joseph,librarian,education,pre/primary school,Arusha,1,employee,Hello Joseph. I see you're a librarian in the education sector based in Arusha. What employment question can I help with?
I07642,"Hi, I'm Joseph. I work as a librarian.",en,Joseph,librarian,education,pre/primary school,Arusha,5,employee,Hello Joseph. I see you're a librarian in the education sector based in Arusha. What employment question can I help with?
I07643,"Hi, I'm Joseph. I work as a librarian.",en,Joseph,librarian,education,pre/primary school,Mwanza,1,employee,Hello Joseph. I see you're a librarian in the education sector based in Mwanza. What employment question can I help with?
I07644,"Hi, I'm Joseph. I work as a librarian.",en,Joseph,librarian,education,pre/primary school,Mwanza,5,employee,Hello Joseph. I see you're a librarian in the education sector based in Mwanza. What employment question can I help with?
I07645,"I am Joseph, occupation librarian, sector education.",en,Joseph,librarian,education,pre/primary school,Dar es Salaam,1,employee,Hello Joseph. I see you're a librarian in the education sector based in Dar es Salaam. What employment question can I help with?
I07646,"I am Joseph, occupation librarian, sector education.",en,Joseph,librarian,education,pre/primary school,Dar es Salaam,5,employee,Hello Joseph. I see you're a librarian in the education sector based in Dar es Salaam. What employment question can I help with?
I07647,"I am Joseph, occupation librarian, sector education.",en,Joseph,librarian,education,pre/primary school,Arusha,1,employee,Hello Joseph. I see you're a librarian in the education sector based in Arusha. What employment question can I help with?
I07648,"I am Joseph, occupation librarian, sector education.",en,Joseph,librarian,education,pre/primary school,Arusha,5,employee,Hello Joseph. I see you're a librarian in the education sector based in Arusha. What employment question can I help with?
I07649,"I am Joseph, occupation librarian, sector education.",en,Joseph,librarian,education,pre/primary school,Mwanza,1,employee,Hello Joseph. I see you're a librarian in the education sector based in Mwanza. What employment question can I help with?
I07650,"I am Joseph, occupation librarian, sector education.",en,Joseph,librarian,education,pre/primary school,Mwanza,5,employee,Hello Joseph. I see you're a librarian in the education sector based in Mwanza. What employment question can I help with?
I07651,"Jina langu ni Asha, mimi ni mtunza maktaba elimu.",sw,Asha,librarian,education,pre/primary school,Dar es Salaam,1,employee,Habari Asha. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07652,"Jina langu ni Asha, mimi ni mtunza maktaba elimu.",sw,Asha,librarian,education,pre/primary school,Dar es Salaam,5,employee,Habari Asha. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07653,"Jina langu ni Asha, mimi ni mtunza maktaba elimu.",sw,Asha,librarian,education,pre/primary school,Arusha,1,employee,Habari Asha. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07654,"Jina langu ni Asha, mimi ni mtunza maktaba elimu.",sw,Asha,librarian,education,pre/primary school,Arusha,5,employee,Habari Asha. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07655,"Jina langu ni Asha, mimi ni mtunza maktaba elimu.",sw,Asha,librarian,education,pre/primary school,Mwanza,1,employee,Habari Asha. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07656,"Jina langu ni Asha, mimi ni mtunza maktaba elimu.",sw,Asha,librarian,education,pre/primary school,Mwanza,5,employee,Habari Asha. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07657,"Habari, mimi ni Asha. Nafanya kazi ya mtunza maktaba.",sw,Asha,librarian,education,pre/primary school,Dar es Salaam,1,employee,Habari Asha. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07658,"Habari, mimi ni Asha. Nafanya kazi ya mtunza maktaba.",sw,Asha,librarian,education,pre/primary school,Dar es Salaam,5,employee,Habari Asha. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07659,"Habari, mimi ni Asha. Nafanya kazi ya mtunza maktaba.",sw,Asha,librarian,education,pre/primary school,Arusha,1,employee,Habari Asha. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07660,"Habari, mimi ni Asha. Nafanya kazi ya mtunza maktaba.",sw,Asha,librarian,education,pre/primary school,Arusha,5,employee,Habari Asha. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07661,"Habari, mimi ni Asha. Nafanya kazi ya mtunza maktaba.",sw,Asha,librarian,education,pre/primary school,Mwanza,1,employee,Habari Asha. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07662,"Habari, mimi ni Asha. Nafanya kazi ya mtunza maktaba.",sw,Asha,librarian,education,pre/primary school,Mwanza,5,employee,Habari Asha. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07663,"Mimi ni Asha, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Asha,librarian,education,pre/primary school,Dar es Salaam,1,employee,Habari Asha. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07664,"Mimi ni Asha, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Asha,librarian,education,pre/primary school,Dar es Salaam,5,employee,Habari Asha. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07665,"Mimi ni Asha, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Asha,librarian,education,pre/primary school,Arusha,1,employee,Habari Asha. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07666,"Mimi ni Asha, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Asha,librarian,education,pre/primary school,Arusha,5,employee,Habari Asha. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07667,"Mimi ni Asha, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Asha,librarian,education,pre/primary school,Mwanza,1,employee,Habari Asha. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07668,"Mimi ni Asha, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Asha,librarian,education,pre/primary school,Mwanza,5,employee,Habari Asha. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07669,"Jina langu ni Juma, mimi ni mtunza maktaba elimu.",sw,Juma,librarian,education,pre/primary school,Dar es Salaam,1,employee,Habari Juma. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07670,"Jina langu ni Juma, mimi ni mtunza maktaba elimu.",sw,Juma,librarian,education,pre/primary school,Dar es Salaam,5,employee,Habari Juma. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07671,"Jina langu ni Juma, mimi ni mtunza maktaba elimu.",sw,Juma,librarian,education,pre/primary school,Arusha,1,employee,Habari Juma. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07672,"Jina langu ni Juma, mimi ni mtunza maktaba elimu.",sw,Juma,librarian,education,pre/primary school,Arusha,5,employee,Habari Juma. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07673,"Jina langu ni Juma, mimi ni mtunza maktaba elimu.",sw,Juma,librarian,education,pre/primary school,Mwanza,1,employee,Habari Juma. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07674,"Jina langu ni Juma, mimi ni mtunza maktaba elimu.",sw,Juma,librarian,education,pre/primary school,Mwanza,5,employee,Habari Juma. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07675,"Habari, mimi ni Juma. Nafanya kazi ya mtunza maktaba.",sw,Juma,librarian,education,pre/primary school,Dar es Salaam,1,employee,Habari Juma. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07676,"Habari, mimi ni Juma. Nafanya kazi ya mtunza maktaba.",sw,Juma,librarian,education,pre/primary school,Dar es Salaam,5,employee,Habari Juma. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07677,"Habari, mimi ni Juma. Nafanya kazi ya mtunza maktaba.",sw,Juma,librarian,education,pre/primary school,Arusha,1,employee,Habari Juma. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07678,"Habari, mimi ni Juma. Nafanya kazi ya mtunza maktaba.",sw,Juma,librarian,education,pre/primary school,Arusha,5,employee,Habari Juma. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07679,"Habari, mimi ni Juma. Nafanya kazi ya mtunza maktaba.",sw,Juma,librarian,education,pre/primary school,Mwanza,1,employee,Habari Juma. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07680,"Habari, mimi ni Juma. Nafanya kazi ya mtunza maktaba.",sw,Juma,librarian,education,pre/primary school,Mwanza,5,employee,Habari Juma. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07681,"Mimi ni Juma, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Juma,librarian,education,pre/primary school,Dar es Salaam,1,employee,Habari Juma. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07682,"Mimi ni Juma, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Juma,librarian,education,pre/primary school,Dar es Salaam,5,employee,Habari Juma. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07683,"Mimi ni Juma, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Juma,librarian,education,pre/primary school,Arusha,1,employee,Habari Juma. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07684,"Mimi ni Juma, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Juma,librarian,education,pre/primary school,Arusha,5,employee,Habari Juma. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07685,"Mimi ni Juma, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Juma,librarian,education,pre/primary school,Mwanza,1,employee,Habari Juma. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07686,"Mimi ni Juma, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Juma,librarian,education,pre/primary school,Mwanza,5,employee,Habari Juma. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07687,"Jina langu ni Fatuma, mimi ni mtunza maktaba elimu.",sw,Fatuma,librarian,education,pre/primary school,Dar es Salaam,1,employee,Habari Fatuma. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07688,"Jina langu ni Fatuma, mimi ni mtunza maktaba elimu.",sw,Fatuma,librarian,education,pre/primary school,Dar es Salaam,5,employee,Habari Fatuma. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07689,"Jina langu ni Fatuma, mimi ni mtunza maktaba elimu.",sw,Fatuma,librarian,education,pre/primary school,Arusha,1,employee,Habari Fatuma. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07690,"Jina langu ni Fatuma, mimi ni mtunza maktaba elimu.",sw,Fatuma,librarian,education,pre/primary school,Arusha,5,employee,Habari Fatuma. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07691,"Jina langu ni Fatuma, mimi ni mtunza maktaba elimu.",sw,Fatuma,librarian,education,pre/primary school,Mwanza,1,employee,Habari Fatuma. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07692,"Jina langu ni Fatuma, mimi ni mtunza maktaba elimu.",sw,Fatuma,librarian,education,pre/primary school,Mwanza,5,employee,Habari Fatuma. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07693,"Habari, mimi ni Fatuma. Nafanya kazi ya mtunza maktaba.",sw,Fatuma,librarian,education,pre/primary school,Dar es Salaam,1,employee,Habari Fatuma. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07694,"Habari, mimi ni Fatuma. Nafanya kazi ya mtunza maktaba.",sw,Fatuma,librarian,education,pre/primary school,Dar es Salaam,5,employee,Habari Fatuma. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07695,"Habari, mimi ni Fatuma. Nafanya kazi ya mtunza maktaba.",sw,Fatuma,librarian,education,pre/primary school,Arusha,1,employee,Habari Fatuma. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07696,"Habari, mimi ni Fatuma. Nafanya kazi ya mtunza maktaba.",sw,Fatuma,librarian,education,pre/primary school,Arusha,5,employee,Habari Fatuma. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07697,"Habari, mimi ni Fatuma. Nafanya kazi ya mtunza maktaba.",sw,Fatuma,librarian,education,pre/primary school,Mwanza,1,employee,Habari Fatuma. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07698,"Habari, mimi ni Fatuma. Nafanya kazi ya mtunza maktaba.",sw,Fatuma,librarian,education,pre/primary school,Mwanza,5,employee,Habari Fatuma. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07699,"Mimi ni Fatuma, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Fatuma,librarian,education,pre/primary school,Dar es Salaam,1,employee,Habari Fatuma. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07700,"Mimi ni Fatuma, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Fatuma,librarian,education,pre/primary school,Dar es Salaam,5,employee,Habari Fatuma. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07701,"Mimi ni Fatuma, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Fatuma,librarian,education,pre/primary school,Arusha,1,employee,Habari Fatuma. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07702,"Mimi ni Fatuma, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Fatuma,librarian,education,pre/primary school,Arusha,5,employee,Habari Fatuma. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07703,"Mimi ni Fatuma, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Fatuma,librarian,education,pre/primary school,Mwanza,1,employee,Habari Fatuma. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07704,"Mimi ni Fatuma, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Fatuma,librarian,education,pre/primary school,Mwanza,5,employee,Habari Fatuma. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07705,"Jina langu ni Hassan, mimi ni mtunza maktaba elimu.",sw,Hassan,librarian,education,pre/primary school,Dar es Salaam,1,employee,Habari Hassan. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07706,"Jina langu ni Hassan, mimi ni mtunza maktaba elimu.",sw,Hassan,librarian,education,pre/primary school,Dar es Salaam,5,employee,Habari Hassan. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07707,"Jina langu ni Hassan, mimi ni mtunza maktaba elimu.",sw,Hassan,librarian,education,pre/primary school,Arusha,1,employee,Habari Hassan. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07708,"Jina langu ni Hassan, mimi ni mtunza maktaba elimu.",sw,Hassan,librarian,education,pre/primary school,Arusha,5,employee,Habari Hassan. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07709,"Jina langu ni Hassan, mimi ni mtunza maktaba elimu.",sw,Hassan,librarian,education,pre/primary school,Mwanza,1,employee,Habari Hassan. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07710,"Jina langu ni Hassan, mimi ni mtunza maktaba elimu.",sw,Hassan,librarian,education,pre/primary school,Mwanza,5,employee,Habari Hassan. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07711,"Habari, mimi ni Hassan. Nafanya kazi ya mtunza maktaba.",sw,Hassan,librarian,education,pre/primary school,Dar es Salaam,1,employee,Habari Hassan. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07712,"Habari, mimi ni Hassan. Nafanya kazi ya mtunza maktaba.",sw,Hassan,librarian,education,pre/primary school,Dar es Salaam,5,employee,Habari Hassan. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07713,"Habari, mimi ni Hassan. Nafanya kazi ya mtunza maktaba.",sw,Hassan,librarian,education,pre/primary school,Arusha,1,employee,Habari Hassan. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07714,"Habari, mimi ni Hassan. Nafanya kazi ya mtunza maktaba.",sw,Hassan,librarian,education,pre/primary school,Arusha,5,employee,Habari Hassan. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07715,"Habari, mimi ni Hassan. Nafanya kazi ya mtunza maktaba.",sw,Hassan,librarian,education,pre/primary school,Mwanza,1,employee,Habari Hassan. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07716,"Habari, mimi ni Hassan. Nafanya kazi ya mtunza maktaba.",sw,Hassan,librarian,education,pre/primary school,Mwanza,5,employee,Habari Hassan. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07717,"Mimi ni Hassan, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Hassan,librarian,education,pre/primary school,Dar es Salaam,1,employee,Habari Hassan. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07718,"Mimi ni Hassan, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Hassan,librarian,education,pre/primary school,Dar es Salaam,5,employee,Habari Hassan. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07719,"Mimi ni Hassan, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Hassan,librarian,education,pre/primary school,Arusha,1,employee,Habari Hassan. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07720,"Mimi ni Hassan, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Hassan,librarian,education,pre/primary school,Arusha,5,employee,Habari Hassan. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07721,"Mimi ni Hassan, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Hassan,librarian,education,pre/primary school,Mwanza,1,employee,Habari Hassan. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07722,"Mimi ni Hassan, kazi yangu ni mtunza maktaba, sekta ya elimu.",sw,Hassan,librarian,education,pre/primary school,Mwanza,5,employee,Habari Hassan. Naona ni mtunza maktaba sekta ya elimu kutoka Mwanza. Una swali gani la kazi?
I07723,"Jina langu ni Amina, mimi ni mtunza maktaba elimu.",sw,Amina,librarian,education,pre/primary school,Dar es Salaam,1,employee,Habari Amina. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07724,"Jina langu ni Amina, mimi ni mtunza maktaba elimu.",sw,Amina,librarian,education,pre/primary school,Dar es Salaam,5,employee,Habari Amina. Naona ni mtunza maktaba sekta ya elimu kutoka Dar es Salaam. Una swali gani la kazi?
I07725,"Jina langu ni Amina, mimi ni mtunza maktaba elimu.",sw,Amina,librarian,education,pre/primary school,Arusha,1,employee,Habari Amina. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
I07726,"Jina langu ni Amina, mimi ni mtunza maktaba elimu.",sw,Amina,librarian,education,pre/primary school,Arusha,5,employee,Habari Amina. Naona ni mtunza maktaba sekta ya elimu kutoka Arusha. Una swali gani la kazi?
